CpG_ID,CHR,MAPINFO,Probe_SNPs,Probe_SNPs_10,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,R_laml_age,R_hannum_age,Mean_laml,Variance_laml,Mean_hannum,Variance_hannum,R_weidner_i0,R_horvath_i0,R_hannum_i0,R_inters_i0
cg00249511,11,627152,,,NA,SCT;SCT,5'UTR;1stExon,chr11:626728-628037,Island,-0.085193155256052,0.0783203988536836,0.325294094977757,0.129154074825986,0.0391549548146341,0.000509534405966224,0.318997588064411,0.132191327715071,0.14825555834049,0.163353371162783
cg01530101,11,2891098,,,TRUE,KCNQ1DN,TSS200,chr11:2890388-2891337,Island,0.0799510433552073,0.139256020337352,0.436597004265895,0.100308852202265,0.27303347347561,0.00512943622605041,0.241733470845164,0.0835367933172537,-0.00699420231496509,0.0620471457392562
cg01704474,11,504918,rs34786172,,NA,RNH1;RNH1;RNH1;RNH1;RNH1;RNH1;RNH1;RNH1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,chr11:506353-508009,N_Shore,-0.0979881171090625,-0.150363517006988,0.377702581602577,0.100559886416734,0.365944095579268,0.00645076782211212,0.308519844025426,0.121102176494517,0.0493670209924683,0.00719636114112905
cg02027945,11,20618230,,,NA,,,chr11:20618197-20619920,Island,-0.243592563504063,0.0509499771903514,0.319598925926519,0.107309677308846,0.0579725758082317,0.00203501642336325,0.299144933908034,0.294072884009319,0.256809917287456,0.224816228587395
cg02524954,11,32454964,,,NA,WT1;WT1;WT1;WT1,Body;Body;Body;Body,chr11:32454874-32457311,Island,-0.126781507974812,0.192592282318157,0.447849605588821,0.105428370924278,0.0163508417677439,0.000186428952427779,0.141249029267832,0.0130211650429587,0.142678933160211,0.238706019155781
cg02663352,11,35167041,,,NA,CD44;CD44;CD44;CD44;CD44,Body;Body;Body;Body;Body,,,0.237309756344246,0.0575414838411406,0.575100927511507,0.107294371910252,0.797748221036585,0.00254758753603467,0.0690388827026827,0.00539172381488497,0.0275404420375309,-0.144317570149524
cg02680086,11,57267244,,,NA,SLC43A1,Body,chr11:57267006-57267316,Island,0.00291904333697657,-0.123992315338376,0.620781563577265,0.115973843724304,0.400736300167683,0.00651466215893922,0.223721612504263,0.0316493612685055,0.0416685499213142,0.261993729789254
cg02787737,11,133928346,,,NA,,,,,0.273318963152542,0.182361961456012,0.361488793463848,0.103374727665789,0.304055315548781,0.00300798255200754,0.111385404297108,0.0940441215747022,-0.108121278860021,-0.073116574147502
cg03548415,11,111991342,,,NA,,,,,-0.142110801173331,-0.153853953256506,0.416227768929252,0.10126227128971,0.17073412007622,0.0034031836741344,-0.0364124204410514,-0.0585233366067723,-0.0725035233982406,0.0395253376504378
cg03554573,11,111155021,,,NA,C11orf53,Body,,,0.00696756162326482,0.180793541147638,0.6660233182943,0.103821955658146,0.481178258536585,0.0162816122572622,0.200956556396971,0.0742950121829455,-0.0168786184169978,0.0535630493111397
cg03780927,11,118781150,,,NA,BCL9L;BCL9L,1stExon;5'UTR,chr11:118781060-118781732,Island,0.0781014664731466,-0.197090817654348,0.337146800154632,0.115921905858439,0.287665855030488,0.00599500848016672,0.13201875310737,-0.0301142690438134,-0.0448192691876256,0.0262814691851602
cg04067139,11,58673167,,rs78275034,NA,,,chr11:58672851-58673288,Island,-0.179172211718977,0.0733883985608407,0.361252722470845,0.13058779192376,0.0230973322570122,0.000409795262912889,0.419117157614033,0.252832483471872,0.190587287825683,0.252959038184186
cg04131898,11,32459428,rs10835908,,NA,WIT1,Body,chr11:32459422-32459878,Island,-0.0468279985170958,0.276505106409206,0.522709964932242,0.101963857903191,0.0697111757042683,0.000482507379061935,0.0239722565773525,-0.103933468379812,0.0955266196332379,0.166643793682948
cg05090695,11,2907670,,rs55812657,NA,CDKN1C;CDKN1C;CDKN1C,TSS1500;TSS1500;TSS1500,chr11:2907308-2907675,Island,-0.0786020852825577,-0.157525663615777,0.497220143010108,0.110306561816837,0.378803585365854,0.00416394307979899,0.182760618474523,0.0470101449215813,0.0130523928291142,0.0571328783390105
cg05226335,11,70253499,,,NA,CTTN;CTTN,Body;Body,chr11:70257279-70257556,N_Shelf,0.168623869252043,-0.0771190581897248,0.502798926060806,0.132814930316711,0.559900909740854,0.0148456570232654,0.12250742687151,0.128044606427171,-0.0346209316563464,-0.0908293031683876
cg05353869,11,75139544,,,NA,KLHL35,Body,chr11:75139454-75139817,Island,-0.0717274135204808,0.0045217938455672,0.479056976452403,0.110707026597062,0.377078501234756,0.0317149582969619,0.0134534233460573,0.0295833966791715,-0.0327193238362513,0.160774613453423
cg06137123,11,129444480,,,NA,,,,,0.131514780724548,0.0618782374247786,0.462265211932654,0.130524289555691,0.715769347012195,0.0117922304305505,0.0262140829097722,0.0149457828107473,-0.0356744585471683,0.04423087195375
cg06560887,11,33890371,,,NA,LMO2;LMO2;LMO2,Body;Body;Body,chr11:33890357-33891495,Island,-0.0268558563275203,0.0872181508566772,0.231771903865776,0.106458887315062,0.0276344483184299,0.000441212979233298,0.00396510705789056,-0.184358166271526,-0.115727710140402,0.0665291548364034
cg06845853,11,32461240,,,NA,WIT1,Body,chr11:32459422-32459878,S_Shore,-0.120418141466354,0.131810530827484,0.6253247787682,0.111800172050798,0.163690467896341,0.000632459101865306,-0.0853529356173446,-0.207220192872669,0.0444396050506835,0.105092183602947
cg07241660,11,69259336,,,NA,,,chr11:69258149-69258544,S_Shore,0.120925336549124,-0.121991449262883,0.620837399374678,0.1076255560985,0.62612556722561,0.00530890709193036,0.238260612311144,0.18470495905462,0.012233896118304,-0.1221639212238
cg07592963,11,2890649,,,NA,KCNQ1DN,TSS1500,chr11:2890388-2891337,Island,0.0374411903320957,0.112807253082273,0.466825983489454,0.124047346963099,0.114367102420732,0.00441975365585245,0.375661227827245,0.19801950093067,0.182305350223731,0.198821561964556
cg08269485,11,1769382,,,NA,HCCA2;LOC402778,Body;TSS200,chr11:1768979-1770712,Island,0.141592097612184,-0.0813335712510635,0.449295182960334,0.11851536453412,0.554112290411585,0.0133150502369649,0.135563928619855,0.0492421098478467,-0.102894733598222,-0.112100356243297
cg08364561,11,31846844,,,NA,,,chr11:31847132-31847958,N_Shore,-0.135391493869347,0.241557455230358,0.554988048161947,0.110947908521826,0.128381368780488,0.0033673649438976,0.35827228164176,0.322324169073808,0.269197486984998,0.289855489310647
cg08368973,11,61519778,,,NA,C11orf9,TSS1500,chr11:61519741-61519972,Island,-0.0717380999646883,-0.0917846894640049,0.443180634674262,0.103452167899136,0.379549809207317,0.00521575498100192,0.323454943646173,0.129479441022628,0.108032526204632,0.137103951547624
cg08822897,11,64258103,,,NA,,,,,0.225651667748075,0.190090028534994,0.573790878968619,0.122720724911588,0.764300880335366,0.0126236406646468,0.102482198107432,0.00849642318580944,-0.0233312651773204,-0.0608884305161213
cg08829299,11,288305,,,NA,ATHL1,TSS1500,chr11:288847-289239,N_Shore,-0.0202845151741013,0.12119892675318,0.449422509765963,0.106083941777052,0.273409216042683,0.0269820176984403,0.206521676603403,0.0608506284591964,0.0548022993512016,0.136065216766034
cg09352338,11,70266139,,,NA,CTTN;CTTN,Body;Body,,,0.175997515755191,0.0865539643667657,0.528623654073339,0.101519770987182,0.866043842835366,0.000463005400356987,0.126751118653261,0.237210372555707,0.0423391255398093,0.0282110176560259
cg10321156,11,63687223,rs78100947,,NA,,,chr11:63685489-63685968,S_Shore,-0.04487402329547,-0.216427227396851,0.564293387483914,0.112708739666181,0.391322623948171,0.00616332184085761,0.220293130297938,0.0419117979397879,-0.071190312812021,0.126810287090187
cg10606490,11,111385450,,,NA,C11orf88;C11orf88,TSS200;TSS200,chr11:111385337-111385712,Island,-0.0690138787259554,0.0742143257507962,0.490698698185332,0.125554348295389,0.0546436806173781,0.000987139083429103,0.273390228168285,0.0452860424122643,0.148797935678978,0.16381192654896
cg10870892,11,70265971,,,NA,CTTN;CTTN,Body;Body,,,0.0782461444870323,0.0657128482020325,0.724737322394119,0.100677389830428,0.893225099557927,0.00193092747455078,-0.0291872968653055,0.0689090408549839,0.0174604413801038,0.0362940835671993
cg10909185,11,75139736,,,NA,KLHL35,Body,chr11:75139454-75139817,Island,-0.105411907696569,0.00562021552902076,0.44545895739485,0.111205494706618,0.307552690818598,0.0474121710696088,0.021217637124907,0.00575330870721074,-0.0106412790243782,0.112530970978703
cg10940462,11,64479015,,,NA,NRXN2;NRXN2,Body;Body,chr11:64478843-64479598,Island,0.0311148153612785,-0.108482235487574,0.347406244723805,0.114276042335978,0.073018547347561,0.00128560173298863,0.338327587694609,0.0960739276748037,0.171446298480111,0.182592974569899
cg11194613,11,70268728,,,NA,CTTN;CTTN,Body;Body,,,0.296074513041076,0.0579363951354417,0.33458900082112,0.124295323882823,0.707867494512195,0.0100847266489551,0.052603205778784,0.0771663249415506,-0.102787901698216,-0.0647721809732386
cg11678461,11,3181822,,,NA,OSBPL5;OSBPL5;OSBPL5,5'UTR;5'UTR;5'UTR,chr11:3181574-3182120,Island,-0.215694367849231,0.105126742881271,0.341903683672008,0.103161699901731,0.0994407436432927,0.000672272901832891,0.279696597403985,0.043813405759883,0.178272035106606,0.0836551301911058
cg11694519,11,111783563,,,NA,CRYAB;HSPB2,TSS1500;1stExon,,,-0.0322919682924389,-0.0066469718997667,0.557349054760738,0.124466343144549,0.175265014420732,0.00652196461853257,0.248661108668587,0.188213976077872,0.245761855259211,0.231277093186179
cg12164612,11,30037833,,rs80063973,NA,KCNA4,5'UTR,chr11:30037672-30037944,Island,-0.15764806901681,0.0981398785518486,0.435379488069685,0.103963575451761,0.0765591457012195,0.00118993164923338,0.392951559951186,0.256627481273601,0.359034897051029,0.290739728729152
cg12804791,11,126286828,,,NA,,,chr11:126286451-126286870,Island,-0.0980801849360806,-0.0772564352775679,0.669431206858249,0.105320654522455,0.255653661371951,0.00464718329502028,-0.0227905314065241,-0.111446216301726,0.018755572721707,0.209692118682023
cg12928379,11,637175,,,NA,DRD4,TSS200,chr11:636906-640628,Island,-0.226185167924279,0.110585301666076,0.33471648515956,0.131605682245979,0.0211258229914634,0.00015042250384843,0.34558393905651,0.128197458222564,0.158228727097911,0.212765590266792
cg13133304,11,1862020,,,NA,TNNI2;TNNI2;TNNI2,Body;Body;Body,,,0.185415561238644,-0.136994379341824,0.599708929267882,0.106953517258308,0.88738623445122,0.00209152818721258,0.017128440706241,0.01203173729214,-0.120316551137554,-0.0413086085966808
cg13298116,11,62369859,,,NA,EML3;MTA2,3'UTR;TSS1500,chr11:62368454-62370491,Island,-0.0573015358745778,0.143541454160846,0.617454437505195,0.110069587915856,0.250050458577744,0.0219786746525292,0.212223212928303,0.00157042893007852,0.0482871970185682,0.16116413899652
cg13980609,11,66883117,,,NA,,,chr11:66885275-66887330,N_Shelf,0.183777247138223,-0.210829631918165,0.345139091438049,0.112840800883759,0.354379935365854,0.0115312411486529,0.000521832742333784,0.0971488209456267,-0.130187818698048,-0.109526529237015
cg14482569,11,130185651,,,NA,ZBTB44,TSS1500,chr11:130183948-130184668,S_Shore,0.125997287376819,0.0510406053099375,0.424193207923306,0.118971375526999,0.278766187195122,0.0138702663565492,0.0434090881075551,-0.0566184416512925,-0.0435471477937158,0.0127598377798688
cg14780632,11,65816521,,,NA,GAL3ST3;GAL3ST3,5'UTR;1stExon,chr11:65816404-65816665,Island,-0.156909882332325,0.0710891564465248,0.380450520221247,0.111300911221863,0.157360841179878,0.00655312336250307,0.212998976879111,0.000623733939261956,0.0706742325566106,0.212348124072925
cg15701612,11,130253770,rs77447127,,NA,,,,,0.242865063263786,-0.0821604911807809,0.389313050643154,0.103434331086841,0.813824785823171,0.00403071690646769,0.0917529882115107,0.083204792643391,-0.0059554675333747,-0.07960044869398
cg16316624,11,61159649,,,NA,TMEM216,TSS1500,chr11:61159836-61160285,N_Shore,-0.131116916186363,-0.00899071639001475,0.307228034184611,0.100496605064373,0.131957450245427,0.00274858734900099,0.124045806231587,0.0425889478290525,0.0379392948272816,0.0845558052865355
cg17004353,11,3073441,,,NA,CARS;CARS;CARS;CARS,Body;Body;5'UTR;Body,,,-0.0325122734499466,0.178168388727624,0.520674159492618,0.120901637520736,0.374296436757622,0.00896631858655267,-0.122873942466913,-0.187725836473232,-0.102265247172036,0.171304951658565
cg17239923,11,128556611,,,NA,,,chr11:128560103-128560537,N_Shelf,-0.0507203303111212,0.0568222418671529,0.390132289433635,0.106524799873069,0.0431755684603659,0.000334675228977689,0.172966598595571,-0.121435820736072,0.132058198731988,0.20212513302626
cg17949440,11,40315392,,,NA,LRRC4C;LRRC4C,5'UTR;1stExon,,,-0.345602071771811,0.163007906559855,0.363254199908988,0.103765842862455,0.120777423704268,0.00429948398216237,0.2669293635695,0.231521984772345,0.267166037317204,0.248550989633197
cg18282849,11,86085694,rs56300487,,NA,CCDC81;CCDC81,TSS200;TSS200,chr11:86085693-86086006,Island,-0.137894587916403,-0.00482854719518753,0.53057226379221,0.118654386646457,0.0682015139731707,0.00105785096647954,0.220355585870249,0.039918150328919,0.121633048859159,0.206270210746467
cg18560328,11,7273148,,,NA,SYT9,TSS200,chr11:7272757-7274235,Island,-0.302483913463044,0.1412247239371,0.303608982385011,0.107429800394561,0.0505787451439024,0.0024565944086124,0.438989534582719,0.317095980244316,0.40008628730385,0.287319464361289
cg19296671,11,128562297,,,NA,FLI1,TSS200,chr11:128562671-128565011,N_Shore,-0.0773230001143416,-0.133034530492072,0.588948892504376,0.103997510979019,0.271703569939024,0.00447096036156053,0.0701203502442752,-0.0725478997259351,0.110251342589359,0.297558891084878
cg19764489,11,2730616,,,NA,KCNQ1;KCNQ1,Body;Body,,,0.0292413994882936,0.0886651963718125,0.581521962216475,0.10728495375444,0.852723526067073,0.000984399856383121,0.219849367020992,0.210719348489767,0.07460071577373,0.0253709326835762
cg19849428,11,40314978,,,NA,LRRC4C;LRRC4C,5'UTR;1stExon,,,-0.288273408769629,0.0635006136367346,0.269452865426987,0.100923643689247,0.113171042871951,0.00513996730590371,0.318009803881285,0.232187629687763,0.227442649759834,0.210724279192844
cg20451986,11,133928302,,,NA,,,,,0.266989300045046,0.179553809659311,0.393578201240776,0.112861771284889,0.471295869176829,0.00330851651328451,0.124936619920862,0.114340539008025,-0.107179514572282,-0.0708681735443126
cg20518446,11,62315034,,,NA,AHNAK;AHNAK,TSS1500;TSS1500,chr11:62314761-62315054,Island,0.0124636820825792,-0.315533422592281,0.474877923593651,0.134191040228557,0.554943434756098,0.00926827063082517,0.253100385005732,0.161681862819623,0.0397817342104506,0.0642692492593673
cg20621200,11,94883516,,,NA,,,chr11:94883335-94883565,Island,-0.167001995835018,-0.00259617610142393,0.426067437990202,0.104423468693571,0.234942205045732,0.00380418385217394,0.253289395290357,0.0265148557974796,0.0441404757306686,0.221665509321083
cg20931042,11,637162,,,NA,DRD4,TSS200,chr11:636906-640628,Island,-0.219846462440914,0.204816078516121,0.349208499832535,0.106569384920394,0.0587564652667683,0.000268111338426325,0.302865971163605,0.0729867322998032,0.126521019176326,0.216093814843882
cg21999471,11,128555317,,,NA,,,,,-0.00328320447420006,0.0737328043890434,0.458635693667474,0.119693803233867,0.144663491702744,0.00325263513625439,0.264943933797093,0.00291651087014583,0.196103101001344,0.193355055819668
cg22074576,11,3181726,,,NA,OSBPL5;OSBPL5;OSBPL5,5'UTR;5'UTR;5'UTR,chr11:3181574-3182120,Island,-0.215935223860984,0.124195392731886,0.351295838831353,0.108332280537808,0.0744627892164634,0.00165385068241603,0.308138536320791,0.0693199327780814,0.190700693996458,0.0603920730730196
cg22897141,11,64577338,,,NA,MEN1;MEN1;MEN1;MEN1;MEN1;MEN1;MEN1,Body;Body;Body;Body;Body;Body;Body,chr11:64577277-64578349,Island,-0.218460512830624,0.0294467638977172,0.570055297016596,0.142395585583654,0.202228333978659,0.00559375128327088,0.169865186360032,-0.0355840623240869,0.112070772024834,0.241334083895913
cg23075364,11,57267445,,,NA,SLC43A1,Body,chr11:57267006-57267316,S_Shore,0.0408781151960492,-0.187313638014869,0.627578136728019,0.102493278152841,0.443835234146341,0.00689347370622769,0.243524959629869,0.0322985705069995,0.0437690294321884,0.247338036676213
cg23162201,11,8280741,,,NA,LMO1,Body,chr11:8284102-8285032,N_Shelf,0.0733591513475432,0.171705819313148,0.490619479802262,0.113453991697197,0.758645962240854,0.00262321616126348,-0.065220874953261,-0.0746056464768072,-0.221356518594914,0.0118772419290554
cg23272978,11,65315030,,,NA,LTBP3;LTBP3;LTBP3,Body;Body;Body,chr11:65314912-65315476,Island,0.198947065707799,0.128163851566252,0.693100875914897,0.111742550278173,0.716981022408537,0.00983817494136168,0.028173215599101,0.0259889141359148,-0.0727566328228686,-0.0623446314915788
cg23357130,11,3181928,,,NA,OSBPL5;OSBPL5;OSBPL5,5'UTR;5'UTR;5'UTR,chr11:3181574-3182120,Island,-0.201437829242308,0.0169982993280694,0.441657122790266,0.156451154517203,0.0845804068597561,0.00207485267344578,0.303843893940577,0.0701713008427393,0.178239163752758,0.0718970469197487
cg23455456,11,58694950,,,NA,,,,,-0.081753764289589,-0.0486456902562714,0.481710482475934,0.100241107703703,0.1570625425,0.0018026862364469,0.0622887501900375,-0.119147974508265,-0.035268497327148,0.0760158275568777
cg23687466,11,504937,,rs34786172,NA,RNH1;RNH1;RNH1;RNH1;RNH1;RNH1;RNH1;RNH1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,chr11:506353-508009,N_Shore,-0.0975721678191413,-0.19320288875015,0.438935166759695,0.106807682805621,0.430554666920732,0.00735564983998145,0.30233345523127,0.0990701515780304,0.0286054739021995,0.00739194569652344
cg24134897,11,859670,,,NA,TSPAN4;TSPAN4;TSPAN4;TSPAN4;TSPAN4;TSPAN4;TSPAN4,5'UTR;Body;Body;Body;Body;Body;Body,chr11:858575-858932,S_Shore,-0.00331526380682244,-0.439772162876335,0.496173666153508,0.110141904196453,0.754286422256098,0.0126917419406364,0.150702830634458,0.00380896812711352,-0.0423243334305777,0.0405427060520271
cg24150623,11,121971092,,,NA,MIR125B1;LOC399959,TSS1500;Body,,,-0.157232941761059,0.110335082018514,0.53772144655204,0.11202089198486,0.131818959742378,0.00326075287286998,0.156807041043994,0.0856208371512041,0.166338090092163,0.253887653930387
cg24247537,11,457278,,,NA,PTDSS2,Body,chr11:459088-459345,N_Shore,0.0839370870445904,0.216071881809529,0.421400840445526,0.126174542920176,0.206954333445122,0.00388783464777752,0.138573301064621,0.000293376833091592,-0.0469296101046542,0.168609500643046
